Time (s);Acceleration x (m/s^2);Acceleration y (m/s^2);Acceleration z (m/s^2);Absolute acceleration (m/s^2)
4,253551029;0,415394008;-0,354341865;0,391451985;0,671822146
4,263557649;0,547075093;-0,760159016;0,575805485;1,099402039
4,273498224;0,48123455;-1,148019671;0,729034424;1,442576532
4,283532262;0,390254885;-1,371877551;0,719457626;1,597487454
4,293484411;0,338779539;-1,41257906;0,708683729;1,616287042
4,303538663;0,398634583;-0,884657502;0,569819987;1,125265855
4,313552872;0,326808542;-0,150834709;0,77931267;0,858418995
4,323482138;0,105344877;0,468066424;0,729034424;0,872739888
4,333517761;-0,104147777;1,121683478;0,457292527;1,215786593
4,343454687;-0,361524463;1,804031014;0,74459672;1,984855691
4,353449191;-0,36990416;2,349909067;1,356315255;2,738337595
4,363887745;-0,316034615;2,871845007;0,78170687;2,993064859
4,37364184;-0,682347476;3,689464808;1,021126986;3,888502149
4,383599981;-1,493981838;4,90811348;0,654814184;5,172073209
4,393509599;-1,404199243;7,393294811;-0,002394202;7,525462737
4,403540085;-3,282450438;10,70327854;0,112527482;11,19586151
4,413500406;-3,187879562;17,07544708;1,939303398;17,47839715
4,423446296;-0,697909772;33,67923355;9,646238327;35,04037335
4,433485517;-0,888248801;39,2218132;5,558139324;39,623636
